company,title,season,season_inferred,seasons,program,remote,category,location,sponsorship,h1b_approvals,salary,skills,posted_at,posted_at_source,first_seen_at,url
Greenheck Group,Manufacturing Operations Co-op (WI),Not stated,True,,Co-op,,Hardware,"Schofield, WI",unknown,,$20/hr,,2026-09-01T00:00:00Z,date_only,2026-09-01T20:59:17Z,https://greenheckgroup.wd5.myworkdayjobs.com/external/job/Schofield-WI/Manufacturing-Operations-Co-op--WI-_JR104525
United Parcel Service (UPS),2027 Industrial Engineering Summer Intern - Chicago IL,Summer 2027,False,,Internship,,Hardware,US - JEFFERSON HUB (ILJEF),citizens-only,,$16–$33.44/hr,,2026-09-01T00:00:00Z,date_only,2026-09-01T23:17:22Z,https://hcmportal.wd5.myworkdayjobs.com/Search/job/US---JEFFERSON-HUB-ILJEF/XMLNAME-2027-Industrial-Engineering-Summer-Intern---Chicago-IL_R26030597
IAT Insurance Group,Cyber Security Internship,Summer 2027,False,,Internship,,Security,Raleigh NC,no-sponsorship,,,,2026-09-01T00:00:00Z,date_only,2026-09-02T13:37:12Z,https://iatinsurancegroup.wd1.myworkdayjobs.com/iat/job/Raleigh-NC/Cyber-Security-Internship_JR100410
Ingredion,AI & Data Scientist Intern,Not stated,True,,Internship,,Data & ML/AI,"Westchester, IL",unknown,4,$20–$25/hr,SQL; PyTorch; TensorFlow; scikit-learn; AWS; GCP; Azure; Hadoop,2026-09-01T00:00:00Z,date_only,2026-09-02T13:37:12Z,https://ingredion.wd1.myworkdayjobs.com/IngredionCareers/job/Westchester-IL/AI---Data-Scientist-Intern_Req-40007-1
Johnson & Johnson,"Data Science Co-Op, Summer 2027",Summer 2027,False,,Co-op,,Data & ML/AI,"Cincinnati, Ohio, United States of America",unknown,8,$23.5/hr,Python; SQL; scikit-learn; Pandas; Git; Spark; Tableau,2026-09-01T00:00:00Z,date_only,2026-09-01T17:51:20Z,https://jj.wd5.myworkdayjobs.com/JJ/job/Cincinnati-Ohio-United-States-of-America/Data-Science-Co-Op--Summer-2027_R-096746
Johnson & Johnson,Software Engineering Co-Op. Summer 2027,Summer 2027,False,,Co-op,,Software,"Cincinnati, Ohio, United States of America",unknown,8,$23.5/hr,Python; C++; Linux,2026-09-01T00:00:00Z,date_only,2026-09-01T20:59:17Z,https://jj.wd5.myworkdayjobs.com/JJ/job/Cincinnati-Ohio-United-States-of-America/Software-Engineering-Co-Op-Summer-2027_R-096743
Mondelez International,Manufacturing Intern– Process Engineering,Not stated,True,,Internship,,Hardware,"East Hanover, New Jersey, United States",unknown,,,,2026-09-01T00:00:00Z,date_only,2026-09-01T17:51:20Z,https://wd3.myworkdaysite.com/recruiting/mdlz/External/job/East-Hanover-New-Jersey-United-States/Manufacturing-Intern--Process-Engineering_R-175409
Mondelez International,"Manufacturing- Process Engineering Co-Op(For Naperville, IL Local Candidates Only)",Summer 2027,False,,Co-op,,Hardware,"Naperville, Illinois, United States",unknown,,,,2026-09-01T00:00:00Z,date_only,2026-09-01T20:59:17Z,https://wd3.myworkdaysite.com/recruiting/mdlz/External/job/Naperville-Illinois-United-States/Manufacturing--Process-Engineering-Co-Op-For-Naperville--IL-Local-Candidates-Only-_R-176632
Newrez,2027 Summer Internship - Software Developer,Summer 2027,False,,Internship,,Software,"TX, Coppell",unknown,24,,C#; SQL; Git; Tableau,2026-09-01T00:00:00Z,date_only,2026-09-01T17:51:20Z,https://newrez.wd1.myworkdayjobs.com/NRZ/job/TX-Coppell/XMLNAME-2027-Summer-Internship---Software-Developer_R10390
Northrop Grumman,2027 Cybersecurity Analyst Intern -  Boulder CO,Summer 2027,False,,Internship,,Security,United States-Colorado-Boulder,citizens-only,,$22.25–$27.25/hr,,2026-09-01T00:00:00Z,date_only,2026-09-01T17:51:20Z,https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-Colorado-Boulder/XMLNAME-2027-Cybersecurity-Analyst-Intern----Boulder-CO_R10248677
Northrop Grumman,2027 Industrial Engineering Intern,Summer 2027,False,,Internship,,Hardware,United States-Mississippi-Iuka,citizens-only,,$17.5–$31.75/hr,,2026-09-01T00:00:00Z,date_only,2026-09-01T23:17:22Z,https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-Mississippi-Iuka/XMLNAME-2027-Industrial-Engineering-Intern_R10248838
Niagara Bottling,Manufacturing Intern - Temple,Not stated,True,,Internship,,Hardware,"Temple - Temple, TX",unknown,104,,,2026-09-01T00:00:00Z,date_only,2026-09-01T07:41:38Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Temple---Temple-TX/Manufacturing-Intern---Temple_R56074
Northern Trust,Technology Intern – Data Science and Analytics,Not stated,True,,Internship,,Data & ML/AI,"Chicago, IL",no-sponsorship,144,,Python; SQL; LLMs; Tableau,2026-09-01T00:00:00Z,date_only,2026-09-01T20:59:17Z,https://ntrs.wd1.myworkdayjobs.com/northerntrust/job/Chicago-IL/Technology-Intern---Data-Science-and-Analytics_R160865-1
Northern Trust,Technology Intern – Information Security,Not stated,True,,Internship,,Security,"Chicago, IL",no-sponsorship,144,,Python; Java; SQL; LLMs; Azure,2026-09-01T00:00:00Z,date_only,2026-09-01T20:59:17Z,https://ntrs.wd1.myworkdayjobs.com/northerntrust/job/Chicago-IL/Technology-Intern---Information-Security_R160869-1
Northern Trust,Technology Intern – Infrastructure and IT Management,Not stated,True,,Internship,,Software,"Chicago, IL",no-sponsorship,144,,LLMs,2026-09-01T00:00:00Z,date_only,2026-09-01T20:59:17Z,https://ntrs.wd1.myworkdayjobs.com/northerntrust/job/Chicago-IL/Technology-Intern---Infrastructure-and-IT-Management_R160872-1
Northern Trust,Technology Intern – Software Engineering,Not stated,True,,Internship,,Software,"Chicago, IL",no-sponsorship,144,,Python; Java; SQL; LLMs; Azure; Git,2026-09-01T00:00:00Z,date_only,2026-09-01T20:59:17Z,https://ntrs.wd1.myworkdayjobs.com/northerntrust/job/Chicago-IL/Technology-Intern---Software-Engineering_R160832-1
Philips,"Co-op - Software Development Engineer - Cambridge, MA - Jan-Aug 2027",Summer 2027,False,,Co-op,,Software,"Cambridge (US), Massachusetts, United States",unknown,,,Python; Java; C#; AWS; Kubernetes; Docker; Terraform; Linux,2026-09-01T00:00:00Z,date_only,2026-09-01T17:51:20Z,https://philips.wd3.myworkdayjobs.com/jobs-and-careers/job/Cambridge-US-Massachusetts-United-States/Co-op---Software-Development-Engineer---Cambridge--MA---Jan-Aug-2027_590095
Philips,"Co-op – Software Engineer (R&D) – Cambridge, MA – January - August 2027",Summer 2027,False,,Co-op,,Software,"Cambridge (US), Massachusetts, United States",unknown,,,Java; C#; SQL; Angular; Spring; AWS,2026-09-01T00:00:00Z,date_only,2026-09-01T13:28:09Z,https://philips.wd3.myworkdayjobs.com/jobs-and-careers/job/Cambridge-US-Massachusetts-United-States/Co-op---Software-Engineer--R-D----Cambridge--MA---January---August-2027_588891
Philips,"Co-op – Software Engineering (APM) - Cambridge, MA - Jan - Aug 2027",Summer 2027,False,,Co-op,,Software,"Cambridge (US), Massachusetts, United States",unknown,,,C#; JavaScript; SQL; .NET; Linux; Git,2026-09-01T00:00:00Z,date_only,2026-09-01T17:51:20Z,https://philips.wd3.myworkdayjobs.com/jobs-and-careers/job/Cambridge-US-Massachusetts-United-States/Co-op---Software-Engineering--APM----Cambridge--MA---Jan---Aug-2027_590097
Philips,"Co-op-Manufacturing Engineering-Murrysville, PA-January-June 2027",Summer 2027,False,,Co-op,,Hardware,"Murrysville, Pennsylvania, United States",unknown,,,Python,2026-09-01T00:00:00Z,date_only,2026-09-01T17:51:20Z,https://philips.wd3.myworkdayjobs.com/jobs-and-careers/job/Murrysville-Pennsylvania-United-States/Co-op-Manufacturing-Engineering-Murrysville--PA-January-June-2027_580754
Philips,"Co-op-Manufacturing Engineering-Reedsville, PA, July - December 2027",Summer 2027,False,,Co-op,,Hardware,"Reedsville, Pennsylvania, United States",unknown,,,,2026-09-01T00:00:00Z,date_only,2026-09-01T17:51:20Z,https://philips.wd3.myworkdayjobs.com/jobs-and-careers/job/Reedsville-Pennsylvania-United-States/Co-op-Manufacturing-Engineering-Reedsville--PA--July---December-2027_587808
Philips,"Co-op-Manufacturing Engineering - Reedsville, PA-January-June 2027",Summer 2027,False,,Co-op,,Hardware,"Reedsville, Pennsylvania, United States",unknown,,,,2026-09-01T00:00:00Z,date_only,2026-09-01T17:51:20Z,https://philips.wd3.myworkdayjobs.com/jobs-and-careers/job/Reedsville-Pennsylvania-United-States/Manufacturing-Engineering-Co-Op-January-June-2027_587807
Rockwell Automation,"Intern, Content IDE Software Development (LCS)",Not stated,True,,Internship,,Software,"Mayfield Heights, Ohio, United States",no-sponsorship,90,,Git,2026-09-01T00:00:00Z,date_only,2026-09-02T04:02:54Z,https://rockwellautomation.wd1.myworkdayjobs.com/External_Rockwell_Automation/job/Mayfield-Heights-Ohio-United-States/Intern--Content-IDE-Software-Development--LCS-_R26-5010-2
Rockwell Automation,"Intern, Cyber Professional Services (LCS)",Not stated,True,,Internship,,Security,"Mayfield Heights, Ohio, United States",no-sponsorship,90,,,2026-09-01T00:00:00Z,date_only,2026-09-02T04:02:54Z,https://rockwellautomation.wd1.myworkdayjobs.com/External_Rockwell_Automation/job/Mayfield-Heights-Ohio-United-States/Intern--Cyber-Professional-Services--LCS-_R26-5042-2
Stanley Black & Decker,Embedded Engineering Summer Intern 2027,Summer 2027,False,,Internship,,Software,"Towson, MD, United States",unknown,124,$22–$27/hr,,2026-09-01T00:00:00Z,date_only,2026-09-01T17:51:20Z,https://sbdinc.wd1.myworkdayjobs.com/Stanley_Black_Decker_Career_Site/job/Towson-MD-United-States/Embedded-Engineering-Summer-Intern-2027_REQ-1000052019
Stanley Black & Decker,Mechanical Engineering Intern Summer 2027,Summer 2027,False,,Internship,,Hardware,"Towson, MD, United States",unknown,124,$22–$27/hr,,2026-09-01T00:00:00Z,date_only,2026-09-01T17:51:20Z,https://sbdinc.wd1.myworkdayjobs.com/Stanley_Black_Decker_Career_Site/job/Towson-MD-United-States/Mechanical-Engineering-Intern-Summer-2027_REQ-1000052017
Stryker,Data Science Intern - Remote,Not stated,True,,Internship,yes,Data & ML/AI,"Florida, Virtual Address",unknown,104,,Python; SQL,2026-09-01T00:00:00Z,date_only,2026-09-01T20:59:17Z,https://stryker.wd1.myworkdayjobs.com/StrykerCareers/job/Florida-Virtual-Address/Data-Science-Intern_R572731
Stryker,Mechanical Engineering Intern,Not stated,True,,Internship,,Hardware,"Redmond, Washington",unknown,104,,,2026-09-01T00:00:00Z,date_only,2026-09-01T23:17:22Z,https://stryker.wd1.myworkdayjobs.com/StrykerCareers/job/Redmond-Washington/Mechanical-Engineering-Intern_R572728
Tencent,Tencent Cloud CPaaS Product Management Intern,Not stated,True,,Internship,,Software,US-California-Los Angeles,unknown,53,$27.12–$51.93/hr,,2026-09-01T00:00:00Z,date_only,2026-09-01T17:51:20Z,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-California-Los-Angeles/Tencent-Cloud-CPaaS-Product-Management-Intern_R108020
Tencent,AI Business Analyst Intern,Not stated,True,,Internship,,Data & ML/AI,US-California-Palo Alto,unknown,53,$24.81–$42.7/hr,,2026-09-01T00:00:00Z,date_only,2026-09-01T17:51:20Z,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-California-Palo-Alto/AI-Business-Analyst-Intern_R108039-1
Tencent,Tencent Cloud CPaaS Product Management Intern,Not stated,True,,Internship,,Software,US-California-Palo Alto,unknown,53,$27.12–$51.93/hr,,2026-09-01T00:00:00Z,date_only,2026-09-01T17:51:20Z,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-California-Palo-Alto/Tencent-Cloud-CPaaS-Product-Management-Intern_R108019
The Travelers Companies,Product Management Development Program (PMDP) Intern,Not stated,True,,Internship,,Software,CT - Hartford,no-sponsorship,,,,2026-09-01T00:00:00Z,date_only,2026-09-01T07:41:38Z,https://travelers.wd5.myworkdayjobs.com/External/job/CT---Hartford/Product-Management-Development-Program--PMDP--Intern_R-52317
TRUMPF,CNC Programming Intern,Not stated,True,,Internship,,Software,"Farmington, CT",unknown,4,,,2026-09-01T00:00:00Z,date_only,2026-09-01T17:51:20Z,https://trumpf.wd3.myworkdayjobs.com/TRUMPF_Students/job/Farmington-CT/CNC-Programming-Intern_R00042595
TRUMPF,Industrial Engineering Internship,Not stated,True,,Internship,,Hardware,"Farmington, CT",unknown,4,,,2026-09-01T00:00:00Z,date_only,2026-09-01T17:51:20Z,https://trumpf.wd3.myworkdayjobs.com/TRUMPF_Students/job/Farmington-CT/Industrial-Engineering-Internship_R00042497
TRUMPF,Manufacturing Intern,Not stated,True,,Internship,,Hardware,"Farmington, CT",unknown,4,,,2026-09-01T00:00:00Z,date_only,2026-09-01T17:51:20Z,https://trumpf.wd3.myworkdayjobs.com/TRUMPF_Students/job/Farmington-CT/Manufacturing-Intern_R00042282
TRUMPF,Manufacturing Intern,Not stated,True,,Internship,,Hardware,"Farmington, CT",unknown,4,,,2026-09-01T00:00:00Z,date_only,2026-09-01T13:28:09Z,https://trumpf.wd3.myworkdayjobs.com/TRUMPF_Students/job/Farmington-CT/Manufacturing-Intern_R00042598
TRUMPF,Manufacturing Smart Factory Intern,Not stated,True,,Internship,,Hardware,"Farmington, CT",unknown,4,,,2026-09-01T00:00:00Z,date_only,2026-09-01T13:28:09Z,https://trumpf.wd3.myworkdayjobs.com/TRUMPF_Students/job/Farmington-CT/Manufacturing-Smart-Factory-Intern_R00042597
TRUMPF,Mechanical Engineering Intern,Not stated,True,,Internship,,Hardware,"Farmington, CT",unknown,4,,,2026-09-01T00:00:00Z,date_only,2026-09-01T13:28:09Z,https://trumpf.wd3.myworkdayjobs.com/TRUMPF_Students/job/Farmington-CT/Mechanical-Engineering-Intern_R00042708
TRUMPF,Mechatronics Intern,Not stated,True,,Internship,,Hardware,"Plymouth, MI",unknown,4,,,2026-09-01T00:00:00Z,date_only,2026-09-01T13:28:09Z,https://trumpf.wd3.myworkdayjobs.com/TRUMPF_Students/job/Plymouth-MI/Mechatronics-Intern_R00042702-1
Tarrant Regional Water District,Summer 2027 Infrastructure Engineering Intern (T036),Summer 2027,False,,Internship,,Software,"Fort Worth, TX",unknown,,$18.54–$27.82/hr,,2026-09-01T00:00:00Z,date_only,2026-09-02T13:37:12Z,https://trwd.wd1.myworkdayjobs.com/TRWDCareers/job/Fort-Worth-TX/Summer-2027-Infrastructure-Engineering-Intern--T036-_JR100218
Valmont,Civil/Structural Engineering Intern,Not stated,True,,Internship,,Hardware,Bellville TX,unknown,12,,,2026-09-01T00:00:00Z,date_only,2026-09-01T23:17:22Z,https://valmont.wd1.myworkdayjobs.com/ValmontCareers/job/Bellville-TX/Civil-Structural-Engineering-Intern_R28720
Vermeer,Embedded Software Engineer Internship Summer 2027,Summer 2027,False,,Internship,,Software,"Pella, Iowa, USA - Corporate Office",unknown,,,C++; MATLAB; Git,2026-09-01T00:00:00Z,date_only,2026-09-01T07:41:38Z,https://vermeer.wd5.myworkdayjobs.com/externalcareersite/job/Pella-Iowa-USA---Corporate-Office/Embedded-Software-Engineer-Internship-Summer-2027_REQ-22165
Vermeer,IT Software Engineer Internship Summer 2027,Summer 2027,False,,Internship,,Software,"Pella, Iowa, USA - Corporate Office",unknown,,,C#; TypeScript; JavaScript; Azure,2026-09-01T00:00:00Z,date_only,2026-09-01T20:59:17Z,https://vermeer.wd5.myworkdayjobs.com/externalcareersite/job/Pella-Iowa-USA---Corporate-Office/IT-Software-Engineer-Internship-Summer-2027_REQ-22178
Acumatica,"AI & Automation Intern, Office of the CFO",Not stated,True,,Internship,yes,Data & ML/AI,"Bellevue, WA, United States (Remote)",unknown,,$20/hr,Python; LLMs,2026-09-01T14:56:25.616Z,exact,2026-09-03T13:35:54Z,https://jobs.smartrecruiters.com/Acumatica/744000146749696
Pluralis Research,Research Scientist Intern,Not stated,True,,Internship,,Data & ML/AI,USA or Australia,unknown,,,PyTorch,2026-08-31T22:13:20.811+00:00,exact,2026-09-01T17:51:20Z,https://jobs.ashbyhq.com/pluralis-research/c8f78978-a693-4863-bcc0-66af5c3fd0be
Awetomaton,Platform Engineering Intern,Summer 2027,False,,Internship,,Software,"Beavercreek, OH",citizens-only,,,Python; Java; AWS; GCP; Azure; Kubernetes; Docker; Terraform,2026-08-31T10:11:45-04:00,exact,2026-08-31T17:02:44Z,https://job-boards.greenhouse.io/awetomaton/jobs/5394046008
HP IQ,"Software Engineer Intern, Cloud Services (Summer 2027)",Summer 2027,False,,Internship,,Software,"San Francisco, CA",unknown,,$45–$51/hr,Spring,2026-08-31T15:24:19-04:00,exact,2026-08-31T21:59:51Z,https://job-boards.greenhouse.io/hpiq/jobs/6111955004
HP IQ,"Software Engineering Intern, AML Platform (Summer 2027)",Summer 2027,False,,Internship,,Software,"San Francisco, CA",unknown,,$45–$51/hr,Python; PyTorch; TensorFlow,2026-08-31T15:21:18-04:00,exact,2026-08-31T21:59:51Z,https://job-boards.greenhouse.io/hpiq/jobs/6114781004
HP IQ,"Software Engineering Intern, Product & Developer Productivity  (Summer 2027)",Summer 2027,False,,Internship,,Software,"San Francisco, CA",unknown,,$45–$51/hr,LLMs,2026-08-31T15:24:03-04:00,exact,2026-08-31T21:59:51Z,https://job-boards.greenhouse.io/hpiq/jobs/6114890004
HP IQ,"Software Engineering Intern, Device Experiences (Summer 2027)",Summer 2027,False,,Internship,,Software,"San Francisco, CA",unknown,,$45–$51/hr,Java; C++,2026-08-31T15:21:36-04:00,exact,2026-08-31T21:59:51Z,https://job-boards.greenhouse.io/hpiq/jobs/6114912004
HP IQ,"Software Engineering Intern, Product Security (Summer 2027)",Summer 2027,False,,Internship,,Security,"San Francisco, CA",unknown,,$45–$51/hr,Python; Java; C++,2026-08-31T15:22:01-04:00,exact,2026-08-31T21:59:51Z,https://job-boards.greenhouse.io/hpiq/jobs/6116398004
HP IQ,"Software Engineering Intern, Software Systems (Summer 2027)",Summer 2027,False,,Internship,,Software,"San Francisco, CA",unknown,,$45–$51/hr,C++; Linux,2026-08-31T15:22:24-04:00,exact,2026-08-31T21:59:51Z,https://job-boards.greenhouse.io/hpiq/jobs/6140119004
Integra FEC,(SPRING) Data Analyst Intern,Not stated,True,,Internship,,Data & ML/AI,"Austin, Texas",no-sponsorship,,,Python; SQL,2026-08-31T14:08:04-04:00,exact,2026-08-31T21:59:51Z,https://job-boards.greenhouse.io/integra/jobs/5406100008
Integra FEC,(SUMMER) Data Analyst Intern,Not stated,True,,Internship,,Data & ML/AI,"Austin, Texas",no-sponsorship,,,Python; SQL,2026-08-31T14:08:17-04:00,exact,2026-08-31T21:59:51Z,https://job-boards.greenhouse.io/integra/jobs/5406109008
Integra FEC,(SPRING) Data Analyst Intern,Not stated,True,,Internship,,Data & ML/AI,"Austin, Texas",no-sponsorship,,,Python; SQL,2026-08-31T14:08:47-04:00,exact,2026-08-31T21:59:51Z,https://job-boards.greenhouse.io/integrainterns/jobs/5406101008
Integra FEC,(SUMMER) Data Analyst Intern,Not stated,True,,Internship,,Data & ML/AI,"Austin, Texas",no-sponsorship,,,Python; SQL,2026-08-31T14:08:58-04:00,exact,2026-08-31T21:59:51Z,https://job-boards.greenhouse.io/integrainterns/jobs/5406110008
Katalyst Space Technologies,Engineering Intern (Electrical / Mechanical / GNC / Software),Not stated,True,,Internship,,Hardware,"Broomfield, Colorado, United States",citizens-only,,,Python; C++; MATLAB; Linux,2026-08-31T19:15:59-04:00,exact,2026-09-01T01:15:27Z,https://job-boards.greenhouse.io/katalyst/jobs/6176711004
Lexington Medical,Mechanical Engineering Intern,Summer 2027,False,,Internship,,Hardware,"Bedford, MA",unknown,3,,,2026-08-31T11:13:30-04:00,exact,2026-08-31T17:02:44Z,https://job-boards.greenhouse.io/lexingtonmedical/jobs/5400185008
Lexington Medical,Manufacturing Engineering Intern,Summer 2027,False,,Internship,,Hardware,"Bedford, MA",unknown,3,,,2026-08-31T11:18:35-04:00,exact,2026-08-31T17:02:44Z,https://job-boards.greenhouse.io/lexingtonmedical/jobs/5404584008
Olsson,Mechanical Engineering Internship - Data Center Facilities,Summer 2027,False,,Internship,,Data & ML/AI,"Dallas, TX; Fort Worth, TX; North Kansas City, MO; Omaha, NE; Tulsa, OK",unknown,2,,,2026-08-31T17:00:00-04:00,exact,2026-08-31T21:59:51Z,https://job-boards.greenhouse.io/olsson/jobs/5396012008
Olsson,Structural Engineering Internship - Federal Infrastructure,Summer 2027,False,,Internship,,Hardware,"Overland Park, KS",unknown,2,,,2026-08-31T17:00:00-04:00,exact,2026-08-31T21:59:51Z,https://job-boards.greenhouse.io/olsson/jobs/5396073008
Olsson,Mechanical Engineering Internship - Federal Infrastructure,Summer 2027,False,,Internship,,Hardware,"Overland Park, KS",unknown,2,,,2026-08-31T17:00:00-04:00,exact,2026-08-31T21:59:51Z,https://job-boards.greenhouse.io/olsson/jobs/5396095008
Olsson,Civil Engineering Internship - Federal Infrastructure Site Design,Summer 2027,False,,Internship,,Software,"North Kansas City, MO",unknown,2,,,2026-08-31T17:00:00-04:00,exact,2026-08-31T21:59:51Z,https://job-boards.greenhouse.io/olsson/jobs/5396116008
Olsson,Electrical Engineering Internship - Federal Infrastructure,Summer 2027,False,,Internship,,Hardware,"North Kansas City, MO; Overland Park, KS",unknown,2,,,2026-08-31T17:00:00-04:00,exact,2026-08-31T21:59:51Z,https://job-boards.greenhouse.io/olsson/jobs/5396125008
Olsson,Revit Drafting Internship - Mechanical,Not stated,True,,Internship,,Hardware,"North Kansas City, MO; Tulsa, OK",unknown,2,,,2026-08-31T17:00:00-04:00,exact,2026-08-31T21:59:51Z,https://job-boards.greenhouse.io/olsson/jobs/5396260008
Olsson,Structural Engineering Internship - Bridge,Not stated,True,,Internship,,Hardware,"Overland Park, KS",unknown,2,,,2026-08-31T16:53:54-04:00,exact,2026-08-31T21:59:51Z,https://job-boards.greenhouse.io/olsson/jobs/5405868008
Olsson,Structural Engineering Internship - Bridge,Not stated,True,,Internship,,Hardware,"Oklahoma City, OK",unknown,2,,,2026-08-31T17:01:15-04:00,exact,2026-08-31T21:59:51Z,https://job-boards.greenhouse.io/olsson/jobs/5405889008
Olsson,Structural Engineering Internship - Rail Bridge,Not stated,True,,Internship,,Hardware,"Omaha, NE",unknown,2,,,2026-08-31T17:01:31-04:00,exact,2026-08-31T21:59:51Z,https://job-boards.greenhouse.io/olsson/jobs/5405904008
Olsson,Mechanical Engineering Internship - Industrial Facilities,Not stated,True,,Internship,,Hardware,"Lincoln, NE; Omaha, NE",unknown,2,,,2026-08-31T17:05:11-04:00,exact,2026-08-31T21:59:51Z,https://job-boards.greenhouse.io/olsson/jobs/5407109008
Olsson,Structural Drafting Internship - Industrial Facilities,Summer 2027,False,,Internship,,Hardware,"Des Moines, IA",unknown,2,,,2026-08-31T17:05:45-04:00,exact,2026-08-31T21:59:51Z,https://job-boards.greenhouse.io/olsson/jobs/5408530008
Olsson,Mechanical Engineering Internship - Substation and Power Generation,Summer 2027,False,,Internship,,Hardware,"Fayetteville, AR",unknown,2,,,2026-08-31T17:15:08-04:00,exact,2026-08-31T21:59:51Z,https://job-boards.greenhouse.io/olsson/jobs/5411244008
Stripe,"Software Engineer, Intern (Summer or Winter)",Not stated,True,,Internship,,Software,"San Francisco, Seattle, New York City",unknown,441,,Java; JavaScript; Scala,2026-08-31T18:20:45-04:00,exact,2026-09-01T01:15:27Z,https://stripe.com/jobs/search?gh_jid=8128745
Bosch,Mechanical Design Engineering Intern,Not stated,True,,Internship,,Hardware,"Fort Lauderdale, FL, United States",unknown,,,,2026-08-31T13:28:48.685Z,exact,2026-08-31T17:02:44Z,https://jobs.smartrecruiters.com/BoschGroup/744000146471610
Bosch,Calibration Process Data Science Intern (8 months/40 hours per week),Not stated,True,,Internship,,Data & ML/AI,"Farmington Hills, MI, United States",unknown,,,Python,2026-08-31T20:07:02.139Z,exact,2026-08-31T21:59:51Z,https://jobs.smartrecruiters.com/BoschGroup/744000146546699
Bosch,Software Engineering Intern (8 months/40hrs per week),Not stated,True,,Internship,,Software,"Farmington Hills, MI, United States",unknown,,,Python; Rust; TypeScript; AWS; Linux; Git,2026-08-31T20:07:53.365Z,exact,2026-08-31T21:59:51Z,https://jobs.smartrecruiters.com/BoschGroup/744000146546849
Bosch,AI Application Intern (8 months/40 hours per week),Not stated,True,,Internship,,Data & ML/AI,"Farmington Hills, MI, United States",unknown,,,Python; Git,2026-08-31T20:13:30.982Z,exact,2026-08-31T21:59:51Z,https://jobs.smartrecruiters.com/BoschGroup/744000146547599
Alcon,Spring + Summer 2027 Co-Op - Manufacturing Science & Technology,Summer 2027,False,,Co-op,,Hardware,"Houston, Texas",unknown,57,,,2026-08-31T00:00:00Z,date_only,2026-08-31T17:02:44Z,https://alcon.wd5.myworkdayjobs.com/careers_alcon/job/Houston-Texas/Fall---Spring-2026-2027-Co-Op---Manufacturing-Science---Technology_R-2026-47959
Barr,Internship – Mechanical Engineer (Hybrid),Summer 2027,False,,Internship,,Hardware,"Minneapolis, MN",no-sponsorship,,,,2026-08-31T00:00:00Z,date_only,2026-08-31T17:02:44Z,https://barr.wd1.myworkdayjobs.com/barrcareers/job/Minneapolis-MN/Internship---Mechanical-Engineer--Hybrid-_R-102306
Brunswick,Mercury Marine: Software Controls Engineering Intern,Not stated,True,,Internship,,Software,"Fond du Lac, WI",unknown,54,$18–$27.5/hr,MATLAB,2026-08-31T00:00:00Z,date_only,2026-08-31T21:59:51Z,https://brunswick.wd1.myworkdayjobs.com/search/job/Fond-du-Lac-WI/Mercury-Marine--Software-Controls-Engineering-Intern_JR-051436
Dairyland Power Cooperative,"Intern, Energy Data Analyst",Not stated,True,,Internship,,Data & ML/AI,"La Crosse, Wisconsin",unknown,,,SQL,2026-08-31T00:00:00Z,date_only,2026-08-31T21:59:51Z,https://dairynet.wd1.myworkdayjobs.com/DPCcareers/job/La-Crosse-Wisconsin/Intern--Energy-Data-Analyst_JR101052
Dairyland Power Cooperative,"Intern, Energy Data Science",Not stated,True,,Internship,,Data & ML/AI,"La Crosse, Wisconsin",unknown,,,Python; SQL; AWS; Git,2026-08-31T00:00:00Z,date_only,2026-08-31T21:59:51Z,https://dairynet.wd1.myworkdayjobs.com/DPCcareers/job/La-Crosse-Wisconsin/Intern--Energy-Data-Science_JR101053
DraftKings,Software Engineer Intern (Summer 2027),Summer 2027,False,,Internship,,Software,"Boston, MA",unknown,52,,Java; C#; TypeScript; Git,2026-08-31T00:00:00Z,date_only,2026-08-31T17:02:44Z,https://draftkings.wd1.myworkdayjobs.com/Campus_Career_Portal/job/Boston-MA/Software-Engineer-Intern--Summer-2027-_JR14928
DraftKings,Software Engineer Intern (Summer 2027),Summer 2027,False,,Internship,,Software,"Boston, MA",unknown,52,,Java; C#; TypeScript; Git,2026-08-31T00:00:00Z,date_only,2026-08-31T21:59:51Z,https://draftkings.wd1.myworkdayjobs.com/Campus_Career_Portal/job/Boston-MA/Software-Engineer-Intern--Summer-2027-_JR14929
IGS Energy,Software Engineer Intern,Not stated,True,,Internship,yes,Software,Ohio Remote,no-sponsorship,,,C#; TypeScript; JavaScript; SQL; React; Angular; .NET; Azure,2026-08-31T00:00:00Z,date_only,2026-08-31T17:02:44Z,https://igsenergy.wd1.myworkdayjobs.com/IGS/job/Ohio-Remote/Software-Engineer-Intern_R6263
Leidos,Manufacturing/Quality Intern,Not stated,True,,Internship,,Hardware,"Huntsville, AL",citizens-only,79,,,2026-08-31T00:00:00Z,date_only,2026-08-31T21:59:51Z,https://leidos.wd5.myworkdayjobs.com/External/job/Huntsville-AL/Manufacturing-Quality-Intern_R-00190547
