company,title,season,season_inferred,seasons,program,remote,category,location,sponsorship,h1b_approvals,salary,skills,posted_at,posted_at_source,first_seen_at,url
HMH,Manufacturing Shop Operations Intern,Summer 2027,False,,Internship,,Hardware,"Houston, TX",unknown,,,,2026-09-09T00:00:00Z,date_only,2026-09-10T14:19:22Z,https://hmhw.wd12.myworkdayjobs.com/hmh_careers/job/Houston-TX/Manufacturing-Shop-Operations-Intern_JR102389
HMH,Mechanical Engineering Intern,Summer 2027,False,,Internship,,Hardware,"Houston, TX",unknown,,,,2026-09-09T00:00:00Z,date_only,2026-09-10T14:19:22Z,https://hmhw.wd12.myworkdayjobs.com/hmh_careers/job/Houston-TX/Mechanical-Engineering-Intern_JR102383
HMH,Software Engineering Intern,Summer 2027,False,,Internship,,Software,"Houston, TX",unknown,,,Python; JavaScript; Angular; PostgreSQL,2026-09-09T00:00:00Z,date_only,2026-09-10T14:19:22Z,https://hmhw.wd12.myworkdayjobs.com/hmh_careers/job/Houston-TX/Software-Engineering-Intern_JR102384
Hypertherm,Mechanical Engineering Winter/Spring Internship or Co-Op - Central Engineering (NH),Not stated,True,,Internship / Co-op,,Hardware,"Hanover, NH",unknown,9,,,2026-09-09T00:00:00Z,date_only,2026-09-11T14:19:51Z,https://hypertherm.wd503.myworkdayjobs.com/hypertherm-careers/job/Hanover-NH/Mechanical-Engineering-Winter-Spring-Internship-or-Co-Op---Central-Engineering--NH-_R4060
Hypertherm,Mechanical Engineering Winter/Spring Internship or Co-Op - Central Engineering (WA),Not stated,True,,Internship / Co-op,,Hardware,"Kent, WA",unknown,9,,,2026-09-09T00:00:00Z,date_only,2026-09-11T14:19:51Z,https://hypertherm.wd503.myworkdayjobs.com/hypertherm-careers/job/Kent-WA/Mechanical-Engineering-Winter-Spring-Internship-or-Co-Op---Central-Engineering--WA-_R4061
IDEX,Mechanical Engineer-Intern,Not stated,True,,Internship,,Hardware,"Oklahoma City, Oklahoma",unknown,2,,,2026-09-09T00:00:00Z,date_only,2026-09-09T18:34:11Z,https://idexcorp.wd5.myworkdayjobs.com/idex_careers/job/Oklahoma-City-Oklahoma/Mechanical-Engineer-Intern_R-09824-1
Leidos,Aerospace M&S Engineer Intern,Not stated,True,,Internship,,Hardware,"Huntsville, AL",citizens-only,79,,Python; C++; MATLAB; Linux; Git,2026-09-09T00:00:00Z,date_only,2026-09-09T18:34:11Z,https://leidos.wd5.myworkdayjobs.com/External/job/Huntsville-AL/Aerospace-M-S-Engineer-Intern_R-00191760
Leidos,Mechanical Design Engineer Summer Intern,Not stated,True,,Internship,,Hardware,"Huntsville, AL",citizens-only,79,,,2026-09-09T00:00:00Z,date_only,2026-09-09T18:34:11Z,https://leidos.wd5.myworkdayjobs.com/External/job/Huntsville-AL/Mechanical-Design-Engineer-Summer-Intern_R-00191782
Momentive,Summer 2027 Intern - Waterford Manufacturing Engineering,Summer 2027,False,,Internship,,Hardware,US NY Waterford,unknown,44,,,2026-09-09T00:00:00Z,date_only,2026-09-09T21:43:20Z,https://momentive.wd1.myworkdayjobs.com/MC/job/US-NY-Waterford/Summer-2027-Intern---Waterford-Manufacturing-Engineering_R9885
Moog,"Intern, Software Engineering",Summer 2027,False,,Internship,,Software,"Mineral Wells, TX",unknown,2,,,2026-09-09T00:00:00Z,date_only,2026-09-09T09:37:19Z,https://moog.wd5.myworkdayjobs.com/moog_external_career_site/job/Mineral-Wells-TX/Intern--Software-Engineering_R-26-19888-1
OneMain Financial,Software Developer Intern – Document Shared Services (Part-Time),Not stated,True,,Internship,,Software,"Evansville, IN",unknown,,,,2026-09-09T00:00:00Z,date_only,2026-09-09T18:34:11Z,https://myhrhome.wd1.myworkdayjobs.com/OneMainCareers/job/Evansville-IN/Software-Developer-Intern---Document-Shared-Services--Part-Time-_R2608-52284
Verizon Communications,Verizon Consumer Group: AI/ML Engineering Summer 2027 Internship,Summer 2027,False,,Internship,,Data & ML/AI,"Basking Ridge, New Jersey",unknown,,$27/hr,LLMs; Computer Vision,2026-09-09T00:00:00Z,date_only,2026-09-09T14:26:17Z,https://verizon.wd12.myworkdayjobs.com/verizon-careers/job/Basking-Ridge-New-Jersey/Verizon-Consumer-Group--AI-ML-Engineering-Summer-2027-Internship_R-1100605
Amazon,"System Dev Engineer I Co-op (Robotics), Autonomous AI Security",Not stated,True,,Co-op,,Data & ML/AI,"Austin, Texas, USA",unknown,23139,,Python; C++; Computer Vision; AWS; Git,2026-09-08T00:00:00Z,date_only,2026-09-08T21:06:03Z,https://www.amazon.jobs/en/jobs/3117694/system-dev-engineer-i-co-op-robotics-autonomous-ai-security
Allen Control Systems,"Computer Vision/Machine Learning Intern, 2027",Summer 2027,False,,Internship,,Data & ML/AI,"Austin, TX",unknown,,,Python; C++; PyTorch; TensorFlow; Computer Vision,2026-09-08T21:21:47.890+00:00,exact,2026-09-08T23:26:42Z,https://jobs.ashbyhq.com/allen-control-systems/a7831fef-7125-4c03-b828-5f0472989037
Allen Control Systems,"Mechanical Engineering Intern, 2027",Summer 2027,False,,Internship,,Hardware,"Austin, TX",unknown,,,Computer Vision,2026-09-08T21:19:52.236+00:00,exact,2026-09-08T23:26:42Z,https://jobs.ashbyhq.com/allen-control-systems/ad41a645-7b94-407d-a579-003fba1b8e68
Allen Control Systems,"Software Engineering Intern, 2027",Summer 2027,False,,Internship,,Software,"Austin, TX",unknown,,,Python; Java; C++; Kotlin; Computer Vision; Linux,2026-09-08T21:15:51.942+00:00,exact,2026-09-09T04:14:05Z,https://jobs.ashbyhq.com/allen-control-systems/ed5c58a7-6a3c-474b-aa07-43ff2051cb5c
Matic,Robotics Customer Success Intern,Not stated,True,,Internship,,Hardware,"Menlo Park, CA",unknown,,$25–$35/hr,,2026-09-08T02:30:04.276+00:00,exact,2026-09-08T07:15:06Z,https://jobs.ashbyhq.com/maticrobots/a0d77cc5-555f-46d8-89b1-e1df201a77dc
Talos,"Software Engineer Intern, RFQ",Summer 2027,False,,Internship,,Software,New York,unknown,,$50 per hour,Java; C++; Git; PostgreSQL,2026-09-08T17:02:29.617+00:00,exact,2026-09-08T17:18:21Z,https://jobs.ashbyhq.com/talos-trading/2c833180-484f-4657-80e3-f822cf1a0285
Talos,"Software Engineer Intern, Dealer",Summer 2027,False,,Internship,,Software,New York,unknown,,$50 per hour,Java; C++; Git; PostgreSQL,2026-09-08T16:25:15.171+00:00,exact,2026-09-08T17:18:21Z,https://jobs.ashbyhq.com/talos-trading/91fd5274-3b6b-43cf-b366-9f6dc2ae5977
Coinbase,Software Engineer Intern,Summer 2027,False,,Internship,,Software,"Hybrid - San Francisco, CA",unknown,291,,LLMs,2026-09-08T18:12:20-04:00,exact,2026-09-08T23:26:42Z,https://www.coinbase.com/careers/positions/8168315?gh_jid=8168315
Coinbase,Machine Learning Engineer Intern,Summer 2027,False,,Internship,,Data & ML/AI,"Hybrid - San Francisco, CA",unknown,291,,Python; PyTorch; TensorFlow; LLMs,2026-09-08T18:22:07-04:00,exact,2026-09-08T23:26:42Z,https://www.coinbase.com/careers/positions/8175441?gh_jid=8175441
Coinbase,Data Engineer Intern,Summer 2027,False,,Internship,,Data & ML/AI,"Hybrid - San Francisco, CA",unknown,291,,Python; SQL; LLMs; AWS; GCP; Azure,2026-09-08T18:19:13-04:00,exact,2026-09-08T23:26:42Z,https://www.coinbase.com/careers/positions/8175459?gh_jid=8175459
Coinbase,Data Science Intern,Summer 2027,False,,Internship,,Data & ML/AI,"Hybrid - San Francisco, CA",unknown,291,,Python; SQL; LLMs,2026-09-08T18:20:03-04:00,exact,2026-09-08T23:26:42Z,https://www.coinbase.com/careers/positions/8175462?gh_jid=8175462
Coinbase,Analytics Engineer Intern,Summer 2027,False,,Internship,,Data & ML/AI,"Hybrid - San Francisco, CA",unknown,291,,Python; SQL; LLMs,2026-09-08T18:20:56-04:00,exact,2026-09-08T23:26:42Z,https://www.coinbase.com/careers/positions/8175471?gh_jid=8175471
Datadog,Software Engineering Intern (Summer),Summer 2027,False,,Internship,,Software,"Boston, Massachusetts, USA; New York, New York, USA",unknown,62,,Kubernetes,2026-09-08T10:07:37-04:00,exact,2026-09-08T17:18:21Z,https://careers.datadoghq.com/detail/8052118/?gh_jid=8052118
Eudia,AI Engineer Intern,Not stated,True,,Internship,,Data & ML/AI,"Palo Alto, CA",unknown,,,LLMs,2026-09-08T15:58:26-04:00,exact,2026-09-08T21:06:03Z,https://job-boards.greenhouse.io/eudia/jobs/4020078009
Flagship Pioneering,Pioneering Intelligence: Data Science Co-Op (Embedded Science Team),Not stated,True,,Co-op,,Data & ML/AI,"Cambridge, MA USA",unknown,6,$25–$35/hr,Python; PyTorch; AWS; GCP; Azure; Git,2026-09-08T13:08:58-04:00,exact,2026-09-08T17:18:21Z,https://job-boards.greenhouse.io/fspco-op012325/jobs/8783960002
RF-SMART,Software Support Engineer Internship (NetSuite) - Summer 2027,Summer 2027,False,,Internship,,Software,"Highlands Ranch, Colorado, United States",no-sponsorship,,$25/hr,JavaScript,2026-09-08T16:07:51-04:00,exact,2026-09-08T21:06:03Z,https://job-boards.greenhouse.io/rfsmart/jobs/5409034008
Syska Hennessy Group,Mechanical Engineering Summer Intern,Not stated,True,,Internship,,Hardware,"Los Angeles, CA",unknown,,,,2026-09-08T11:53:07-04:00,exact,2026-09-08T17:18:21Z,https://job-boards.greenhouse.io/syskahennessy/jobs/8175600
Syska Hennessy Group,Mechanical Engineering Summer Intern,Not stated,True,,Internship,,Hardware,"San Diego, CA",unknown,,,,2026-09-08T12:10:40-04:00,exact,2026-09-08T17:18:21Z,https://job-boards.greenhouse.io/syskahennessy/jobs/8177222
Syska Hennessy Group,Mechanical Engineer Summer Intern,Not stated,True,,Internship,,Hardware,"San Francisco, CA",unknown,,,,2026-09-08T12:12:04-04:00,exact,2026-09-08T17:18:21Z,https://job-boards.greenhouse.io/syskahennessy/jobs/8177276
Syska Hennessy Group,Mechanical Engineer Summer Intern,Not stated,True,,Internship,,Hardware,"Chicago, IL",unknown,,,,2026-09-08T11:45:01-04:00,exact,2026-09-08T17:18:21Z,https://job-boards.greenhouse.io/syskahennessy/jobs/8177404
Syska Hennessy Group,Mechanical Engineer Summer Intern,Not stated,True,,Internship,,Hardware,"Dallas, TX",unknown,,,,2026-09-08T11:50:42-04:00,exact,2026-09-08T17:18:21Z,https://job-boards.greenhouse.io/syskahennessy/jobs/8177511
Syska Hennessy Group,Mechanical Engineer Summer Intern,Not stated,True,,Internship,,Hardware,"New York, NY",unknown,,,,2026-09-08T12:07:43-04:00,exact,2026-09-08T17:18:21Z,https://job-boards.greenhouse.io/syskahennessy/jobs/8177739
Syska Hennessy Group,Software Developer (Innovation) Summer Intern,Not stated,True,,Internship,,Software,"New York, NY",unknown,,,Python; Java; JavaScript; Swift; Kotlin; Git,2026-09-08T12:08:55-04:00,exact,2026-09-08T17:18:21Z,https://job-boards.greenhouse.io/syskahennessy/jobs/8177938
Syska Hennessy Group,Mechanical Engineering Summer Intern,Not stated,True,,Internship,,Hardware,"Charlotte, NC",unknown,,,,2026-09-08T11:43:04-04:00,exact,2026-09-08T17:18:21Z,https://job-boards.greenhouse.io/syskahennessy/jobs/8177975
Syska Hennessy Group,Mechanical Engineer Summer Intern,Not stated,True,,Internship,,Hardware,"Jacksonville, FL",unknown,,,,2026-09-08T13:22:46-04:00,exact,2026-09-08T21:06:03Z,https://job-boards.greenhouse.io/syskahennessy/jobs/8178051
Viam,Software Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Software,"New York, NY",unknown,,,Go; TypeScript; Vue; Linux; MongoDB,2026-09-08T16:09:57-04:00,exact,2026-09-09T14:26:17Z,https://job-boards.greenhouse.io/viamrobotics/jobs/6185046004
Shield AI,Summer 2027 - Software Engineer Intern,Summer 2027,False,,Internship,,Software,"San Diego, California",unknown,2,37–97 USD/hr,Python; Java; C++; JavaScript; PyTorch; TensorFlow; Git,2026-09-08T20:57:36Z,exact,2026-09-10T04:34:05Z,https://jobs.lever.co/shieldai/8c850c75-081d-4d09-bebf-096379a93010
Emerson Electric,Software Development Intern,Not stated,True,,Internship,,Software,"Austin, TX, United States",unknown,8,,Python; Java; C++; C#; JavaScript; SQL; PyTorch; TensorFlow,2026-09-08,date_only,2026-09-08T23:26:42Z,https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26010396
Bosch,Product Management Intern,Not stated,True,,Internship,,Software,"Vernon Hills, IL, United States",unknown,,,,2026-09-08T14:14:24.381Z,exact,2026-09-08T17:18:21Z,https://jobs.smartrecruiters.com/BoschGroup/744000148250353
M3USA,AI Engineering Intern (Remote),Not stated,True,,Internship,yes,Data & ML/AI,"Fort Washington, PA, United States (Remote)",unknown,,,Python; TypeScript; JavaScript; LLMs; Git,2026-09-08T13:47:05.082Z,exact,2026-09-08T17:18:21Z,https://jobs.smartrecruiters.com/M3USA/744000148244649
Coretek Services,AI & Automation Development Intern,Not stated,True,,Internship,,Data & ML/AI,"Farmington Hills, Michigan, United States",unknown,,,Python; Java; C#; LLMs; Azure,2026-09-08T00:00:00.000Z,date_only,2026-09-09T14:26:17Z,https://apply.workable.com/coretek-services/j/8D69C6C871/
Syntiant,Machine Learning Intern - KWS/AED,Not stated,True,,Internship,,Data & ML/AI,"Redwood City, California, United States",unknown,5,,Python; PyTorch; TensorFlow,2026-09-08T00:00:00.000Z,date_only,2026-09-11T21:42:15Z,https://apply.workable.com/syntiant/j/113F994B7B/
Allegion,Summer Intern - Firmware Engineer,Not stated,True,,Internship,,Hardware,"Farmington, CT",unknown,,$25–$26/hr,,2026-09-08T00:00:00Z,date_only,2026-09-08T23:26:42Z,https://allegion.wd5.myworkdayjobs.com/careers/job/Farmington-CT/Firmware-Engineer-Intern_JR37449-1
Allegion,Summer Intern - Mechanical Engineer,Not stated,True,,Internship,,Hardware,"Princeton, IL",unknown,,,,2026-09-08T00:00:00Z,date_only,2026-09-08T17:18:21Z,https://allegion.wd5.myworkdayjobs.com/careers/job/Princeton-IL/Summer-Intern---Mechanical-Engineer_JR37342-2
Auto-Owners Insurance,IT Security Engineer Internship - Summer 2027,Summer 2027,False,,Internship,,Security,"Lansing, MI",unknown,,,,2026-09-08T00:00:00Z,date_only,2026-09-08T21:06:03Z,https://aoins.wd5.myworkdayjobs.com/AutoOwners/job/Lansing-MI/IT-Security-Engineer-Internship---Summer-2027_R_14477
Brunswick,Manufacturing Engineering Intern Summer '27,Summer 2027,False,,Internship,,Hardware,"Edgewater, FL",no-sponsorship,54,$18–$26/hr,,2026-09-08T00:00:00Z,date_only,2026-09-09T21:43:20Z,https://brunswick.wd1.myworkdayjobs.com/search/job/Edgewater-FL/Manufacturing-Engineering-Intern-Summer--27_JR-051339
Brunswick,Manufacturing Engineering Intern,Summer 2027,False,,Internship,,Hardware,"Edgewater, FL",no-sponsorship,54,$18–$26/hr,,2026-09-08T00:00:00Z,date_only,2026-09-09T21:43:20Z,https://brunswick.wd1.myworkdayjobs.com/search/job/Edgewater-FL/Manufacturing-Engineering-Intern_JR-051540
Buildertrend,Software Engineering Intern,Not stated,True,,Internship,,Software,"Omaha, NE",unknown,5,$28/hr,Java; C#; React; Git,2026-09-08T00:00:00Z,date_only,2026-09-09T14:26:17Z,https://buildertrend.wd108.myworkdayjobs.com/External_Careers/job/Omaha-NE/Software-Engineering-Inter_JR-000467
C.H. Robinson,Software Engineering Internship 2027,Summer 2027,False,,Internship,,Software,"Eden Prairie, MN United States of America",unknown,21,$15–$30/hr,C#; JavaScript; SQL; React; Git,2026-09-08T00:00:00Z,date_only,2026-09-08T17:18:21Z,https://chrobinson.wd5.myworkdayjobs.com/CHRobinson/job/Eden-Prairie-MN-United-States-of-America/Software-Engineering-Internship-2027_R49323
Cisco,Software Consulting Engineer I (Intern) United States,Not stated,True,,Internship,,Software,USA-RESEARCH TRIANGLE PARK,unknown,3396,,Python; Java; SQL; Vue; Spring; Linux; Git,2026-09-08T00:00:00Z,date_only,2026-09-09T09:37:19Z,https://cisco.wd5.myworkdayjobs.com/cisco_careers/job/USA-RESEARCH-TRIANGLE-PARK/Software-Consulting-Engineer-I--Intern--United-States_2025180
Danaher Corporation,Mechanical Engineering Intern Summer 2027,Summer 2027,False,,Internship,,Hardware,"Logan, Utah, United States",unknown,3,,,2026-09-08T00:00:00Z,date_only,2026-09-08T23:26:42Z,https://danaher.wd1.myworkdayjobs.com/danaherjobs/job/Logan-Utah-United-States/Mechanical-Engineering-Intern-Summer-2027_R1317859
Deluxe,Software Engineer - Intern,Not stated,True,,Internship,,Software,"Minneapolis, MN, USA",unknown,15,,,2026-09-08T00:00:00Z,date_only,2026-09-08T21:06:03Z,https://deluxe.wd5.myworkdayjobs.com/USA_CAN/job/Minneapolis-MN-USA/Software-Engineer---Intern_261115WD
Devon Energy,Cyber Security Intern 2027,Summer 2027,False,,Internship,,Security,"Oklahoma City, OK",unknown,4,,,2026-09-08T00:00:00Z,date_only,2026-09-08T23:26:42Z,https://wd5.myworkdaysite.com/recruiting/devonenergy/Careers/job/Oklahoma-City-OK/Cyber-Security-Intern-2027_R26303-1
Gilead Sciences,Intern - PDM - Manufacturing (Biologics),Not stated,True,,Internship,,Hardware,United States - California - Foster City,unknown,272,,,2026-09-08T00:00:00Z,date_only,2026-09-08T07:15:06Z,https://gilead.wd1.myworkdayjobs.com/gileadcareers/job/United-States---California---Foster-City/Intern---PDM---Manufacturing--Biologics-_R0054750
RTX,Software Engineer Intern ( Summer 2027),Summer 2027,False,,Internship,,Software,US-IA-CEDAR RAPIDS-130 ~ 5350 C Ave NE ~ BLDG 130,citizens-only,,,Python; Java; C++; Rust; React; Git,2026-09-08T00:00:00Z,date_only,2026-09-08T21:06:03Z,https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-IA-CEDAR-RAPIDS-130--5350-C-Ave-NE--BLDG-130/Software-Engineer-Intern---Summer-2027-_01870613
RTX,Software Engineering Intern (Summer/Fall 2027),Summer 2027,False,,Internship,,Software,US-IA-CEDAR RAPIDS-179 ~ 855 35Th St NE ~ BLDG 179,citizens-only,,,Python; C++; Docker; Git,2026-09-08T00:00:00Z,date_only,2026-09-08T17:18:21Z,https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-IA-CEDAR-RAPIDS-179--855-35Th-St-NE--BLDG-179/Software-Engineering-Intern--Summer-Fall-2027-_01873006
RTX,Electrical Firmware (Winter/Spring Co-op)(Onsite),Not stated,True,,Co-op,,Hardware,US-IA-CEDAR RAPIDS-193 ~ 1120 Collins Rd NE ~ BLDG193,citizens-only,,,Python; C++; Linux; Verilog,2026-09-08T00:00:00Z,date_only,2026-09-08T23:26:42Z,https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-IA-CEDAR-RAPIDS-193--1120-Collins-Rd-NE--BLDG193/Electrical-Firmware--Winter-Spring-Co-op--Onsite-_01871872
Graco,Manufacturing Engineering Co-Op (January - August 2027),Summer 2027,False,,Co-op,,Hardware,"Anoka, Minnesota, USA",no-sponsorship,,,React,2026-09-08T00:00:00Z,date_only,2026-09-08T21:06:03Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Anoka-Minnesota-USA/Manufacturing-Engineering-Co-Op_R0023507
Graco,Manufacturing Engineering Co-op (May - December 2027),Summer 2027,False,,Co-op,,Hardware,"Anoka, Minnesota, USA",no-sponsorship,,,React,2026-09-08T00:00:00Z,date_only,2026-09-08T21:06:03Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Anoka-Minnesota-USA/Manufacturing-Engineering-Co-op--May---December-2027-_R0023613
Graco,Manufacturing Engineering Co-Op (May - December 2027),Summer 2027,False,,Co-op,,Hardware,"Dayton, Minnesota, USA",no-sponsorship,,,React,2026-09-08T00:00:00Z,date_only,2026-09-08T21:06:03Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Dayton-Minnesota-USA/Manufacturing-Engineering-Co-Op_R0023506
Graco,Manufacturing Engineering Co-op (January - August 2027),Summer 2027,False,,Co-op,,Hardware,"Dayton, Minnesota, USA",no-sponsorship,,,React,2026-09-08T00:00:00Z,date_only,2026-09-08T21:06:03Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Dayton-Minnesota-USA/Manufacturing-Engineering-Co-op--January---August-2027-_R0023612
Graco,Manufacturing Engineering Co-Op (May - December 2027),Summer 2027,False,,Co-op,,Hardware,"Rogers, Minnesota, USA (David Koch Center)",no-sponsorship,,,React,2026-09-08T00:00:00Z,date_only,2026-09-08T21:06:03Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Rogers-Minnesota-USA-David-Koch-Center/Manufacturing-Engineering-Co-Op_R0023504
Graco,Manufacturing Engineering Co-op (January - August 2027),Summer 2027,False,,Co-op,,Hardware,"Rogers, Minnesota, USA (David Koch Center)",no-sponsorship,,,React,2026-09-08T00:00:00Z,date_only,2026-09-08T21:06:03Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Rogers-Minnesota-USA-David-Koch-Center/Manufacturing-Engineering-Co-op--January---August-2027-_R0023611
Meijer,Data Science Intern - Summer 2027,Summer 2027,False,,Internship,,Data & ML/AI,"Grand Rapids, MI",unknown,57,,Python; SQL; Tableau,2026-09-08T00:00:00Z,date_only,2026-09-08T17:18:21Z,https://meijer.wd5.myworkdayjobs.com/Meijer/job/Grand-Rapids-MI/Data-Science-Intern---Summer-2027_R000699579
Meijer,Labor Industrial Engineering Intern- Summer 2027,Summer 2027,False,,Internship,,Hardware,"Grand Rapids, MI",unknown,57,,,2026-09-08T00:00:00Z,date_only,2026-09-08T21:06:03Z,https://meijer.wd5.myworkdayjobs.com/Meijer/job/Grand-Rapids-MI/Labor-Industrial-Engineering-Intern--Summer-2027_R000698645
Micron Technology,Intern - Software Engineer,Not stated,True,,Internship,,Software,"Boise, ID - Main Site",unknown,489,,Python; C#; JavaScript; SQL; LLMs; Azure; Git,2026-09-08T00:00:00Z,date_only,2026-09-08T07:15:06Z,https://micron.wd1.myworkdayjobs.com/External/job/Boise-ID---Main-Site/Intern---Software-Engineer_JR108550
Motorola,Software Engineering Intern - Summer 2027,Summer 2027,False,,Internship,,Software,"Chicago, IL",unknown,191,,Angular,2026-09-08T00:00:00Z,date_only,2026-09-08T17:18:21Z,https://motorolasolutions.wd5.myworkdayjobs.com/Careers/job/Chicago-IL/Software-Engineering-Intern---Summer-2027_R68388
Merck,2027 Future Talent Program - Nonclinical Drug Safety Data Scientist - Intern,Summer 2027,False,,Internship,,Data & ML/AI,USA - Massachusetts - Boston (MA Parcel B Laboratory),unknown,,,Python; scikit-learn; Pandas,2026-09-08T00:00:00Z,date_only,2026-09-08T07:15:06Z,https://msd.wd5.myworkdayjobs.com/searchjobs/job/USA---Massachusetts---Boston-MA-Parcel-B-Laboratory/XMLNAME-2027-Future-Talent-Program---Nonclinical-Drug-Safety-Data-Scientist---Intern_R412861
Merck,2027 Future Talent Program - Manufacturing Intern,Summer 2027,False,,Internship,,Hardware,USA - North Carolina - Durham (Old Oxford),unknown,,,,2026-09-08T00:00:00Z,date_only,2026-09-08T21:06:03Z,https://msd.wd5.myworkdayjobs.com/searchjobs/job/USA---North-Carolina---Durham-Old-Oxford/XMLNAME-2027-Future-Talent-Program---Manufacturing-Intern_R416739
Merck,2027 Future Talent Program - Medical Data Scientist - Intern,Summer 2027,False,,Internship,,Data & ML/AI,USA - Pennsylvania - North Wales (Upper Gwynedd),unknown,,,Python; SQL,2026-09-08T00:00:00Z,date_only,2026-09-08T07:15:06Z,https://msd.wd5.myworkdayjobs.com/searchjobs/job/USA---Pennsylvania---North-Wales-Upper-Gwynedd/XMLNAME-2027-Future-Talent-Program---Medical-Data-Scientist---Intern_R412403
Merck,2027 Future Talent Program - AI/ML Computational Toxicology - Intern,Summer 2027,False,,Internship,,Data & ML/AI,USA - Pennsylvania - West Point,unknown,,,Python; SQL; PyTorch; TensorFlow; scikit-learn; Pandas; LLMs; Git,2026-09-08T00:00:00Z,date_only,2026-09-08T07:15:06Z,https://msd.wd5.myworkdayjobs.com/searchjobs/job/USA---Pennsylvania---West-Point/XMLNAME-2027-Future-Talent-Program---AI-ML-Computational-Toxicology---Intern_R412871
Merck,2027 Future Talent Program – Laboratory Operations AI & Digital Transformation – Intern,Summer 2027,False,,Internship,,Data & ML/AI,USA - Pennsylvania - West Point,unknown,,,,2026-09-08T00:00:00Z,date_only,2026-09-08T07:15:06Z,https://msd.wd5.myworkdayjobs.com/searchjobs/job/USA---Pennsylvania---West-Point/XMLNAME-2027-Future-Talent-Program---Laboratory-Operations-AI---Digital-Transformation---Intern_R413048
Merck,2027 Future Talent Program - Standardizing Automation Scripting Practices Through AI-Enabled Knowledge Repository - Intern,Summer 2027,False,,Internship,,Data & ML/AI,USA - Pennsylvania - West Point,unknown,,,Python; C++; C#; SQL; LLMs; Git,2026-09-08T00:00:00Z,date_only,2026-09-08T07:15:06Z,https://msd.wd5.myworkdayjobs.com/searchjobs/job/USA---Pennsylvania---West-Point/XMLNAME-2027-Future-Talent-Program---Standardizing-Automation-Scripting-Practices-Through-AI-Enabled-Knowledge-Repository---Intern_R412939
Merck,2027 Future Talent Program – West Point Vaccine Manufacturing Intern,Summer 2027,False,,Internship,,Hardware,USA - Pennsylvania - West Point,unknown,,,,2026-09-08T00:00:00Z,date_only,2026-09-08T21:06:03Z,https://msd.wd5.myworkdayjobs.com/searchjobs/job/USA---Pennsylvania---West-Point/XMLNAME-2027-Future-Talent-Program---West-Point-Vaccine-Manufacturing-Intern_R416751
Merck,2027 Future Talent Program - Elkton Manufacturing Co-op,Summer 2027,False,,Co-op,,Hardware,USA - Virginia - Elkton,unknown,,,,2026-09-08T00:00:00Z,date_only,2026-09-08T21:06:03Z,https://msd.wd5.myworkdayjobs.com/searchjobs/job/USA---Virginia---Elkton/XMLNAME-2027-Future-Talent-Program---Elkton-Manufacturing-Co-op_R412910
Merck,2027 Future Talent Program - Elkton Manufacturing Intern,Summer 2027,False,,Internship,,Hardware,USA - Virginia - Elkton,unknown,,,,2026-09-08T00:00:00Z,date_only,2026-09-08T21:06:03Z,https://msd.wd5.myworkdayjobs.com/searchjobs/job/USA---Virginia---Elkton/XMLNAME-2027-Future-Talent-Program---Elkton-Manufacturing-Intern_R412907
Northrop Grumman,2027 Mechanical Engineering Intern - Roy UT,Summer 2027,False,,Internship,,Hardware,United States-Utah-Roy,citizens-only,,$23–$29/hr,,2026-09-08T00:00:00Z,date_only,2026-09-08T21:06:03Z,https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-Utah-Roy/XMLNAME-2027-Mechanical-Engineering-Intern---Roy-UT_R10249871
Northrop Grumman,2027 Software Engineering Intern - Roy UT,Summer 2027,False,,Internship,,Software,United States-Utah-Roy,citizens-only,,$23–$29/hr,,2026-09-08T00:00:00Z,date_only,2026-09-08T21:06:03Z,https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-Utah-Roy/XMLNAME-2027-Software-Engineering-Intern---Roy-UT_R10249842
AtkinsRéalis,Water Infrastructure Engineering Intern - Summer 2027,Summer 2027,False,,Internship,,Software,US.GA.Atlanta.2018 Powers Ferry Rd,unknown,,,,2026-09-08T00:00:00Z,date_only,2026-09-08T12:52:56Z,https://slihrms.wd3.myworkdayjobs.com/careers/job/USGAAtlanta2018-Powers-Ferry-Rd/Water-Infrastructure-Engineering-Intern---Summer-2027_R-163480-1
SWBC,DevOps Intern,Not stated,True,,Internship,,Software,"San Antonio, TX",unknown,,,Java; C#,2026-09-08T00:00:00Z,date_only,2026-09-08T23:26:42Z,https://swbc.wd1.myworkdayjobs.com/swbccareers/job/San-Antonio-TX/DevOps-Intern_R0015484-2
